country,city,uid,address,avg_rate,days_since_review,name,price,review_count,thumbnail
Austria,Vienna,43d8513d-f7c8-4172-a9a3-71bdde6da47b,Weihburggasse 3 01 Innere Stadt 1010 Vienna Austria,9.2,373,Hotel Kaiserin Elisabeth,226,1772,
Austria,Vienna,480f758c-c8b7-4d98-b299-9318c5bc095f,Fleischmarkt 1a 01 Innere Stadt 1010 Vienna Austria,8.3,161,Mercure Wien Zentrum,329,1105,
Austria,Vienna,4b4fc2b5-221c-4515-9672-f81691d0ebe7,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,8.7,329,Courtyard by Marriott Vienna Prater Messe,133,1766,
Austria,Vienna,4b939fad-178f-4498-9fb2-85bcdb645279,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,8.6,333,Melia Vienna,174,3557,
Austria,Vienna,4f7f0c34-122b-4d8d-8bc2-8654e1be1a1f,Tiefer Graben 14 20 01 Innere Stadt 1010 Vienna Austria,8.9,597,Hotel Das Tigra,383,1817,
Austria,Vienna,4fdea941-530a-429e-924c-e8680a5bcc45,Herrengasse 12 01 Innere Stadt 1010 Vienna Austria,8.4,241,Radisson Blu Style Hotel Vienna,153,1189,
Austria,Vienna,51be3dcf-7bf9-47d0-a2ba-aecf301f6179,Schubertring 11 01 Innere Stadt 1010 Vienna Austria,8.2,287,Hotel Am Schubertring,161,1259,
Austria,Vienna,52012508-f1c4-4295-8f68-78f57d3f20ae,Landstra er Hauptstra e 155 03 Landstra e 1030 Vienna Austria,8.4,410,BEST WESTERN PLUS Amedia Wien,314,3224,
Austria,Vienna,5241d125-7d29-4fd3-a196-3c26d0cd3079,Schottenring 3 01 Innere Stadt 1010 Vienna Austria,8.5,290,Hotel de France Wien,341,5177,
Austria,Vienna,524afbba-00d0-4518-8ad6-29c6b9b1ef46,Hietzinger Hauptstra e 10 14 13 Hietzing 1130 Vienna Austria,8.6,694,Austria Trend Parkhotel Sch nbrunn Wien,137,4026,
Austria,Vienna,53fadede-5fc0-4118-b8e9-c331216d8184,Uraniastra e 2 01 Innere Stadt 1010 Vienna Austria,8.1,187,Aparthotel Adagio Vienna City,292,1787,
Austria,Vienna,55c2cd9d-7a6f-4c73-8221-a93815dec726,Ottakringer Stra e 34 36 17 Hernals 1170 Vienna Austria,7.7,105,Exe Vienna,147,2667,
Austria,Vienna,58809f68-1c15-4e5c-b129-f842018de72b,Rilke Platz 7 04 Wieden 1040 Vienna Austria,9.0,222,Saint SHERMIN bed breakfast champagne,293,651,
Austria,Vienna,657a58df-e28e-4530-9d28-7fce83c6fc4a,Schottenfeldgasse 74 07 Neubau 1070 Vienna Austria,8.3,613,Falkensteiner Hotel Wien Zentrum Schottenfeld,251,977,
Austria,Vienna,68c1727c-07c5-44fe-a66a-e60806d60b7e,Philharmoniker Stra e 4 01 Innere Stadt 1010 Vienna Austria,9.5,644,Hotel Sacher Wien,395,632,
Austria,Vienna,6d979b40-b624-425a-8dec-e099be0c3aa4,Desider Friedmann Platz 2 01 Innere Stadt 1010 Vienna Austria,8.8,488,Mercure Vienna First,131,516,
Austria,Vienna,70449e10-2685-4a40-babc-f002a794a0fe,Handelskai 269 02 Leopoldstadt 1020 Vienna Austria,8.4,168,Hilton Vienna Danube Waterfront,158,2349,
Austria,Vienna,79fcbaa7-2510-4d22-903d-6c95281f390d,Matrosengasse 6 8 06 Mariahilf 1060 Vienna Austria,8.1,93,Leonardo Hotel Vienna,111,6373,
Austria,Vienna,7d98e7e4-131e-4aa3-b603-4702e8b466f9,Hintschiggasse 1 10 Favoriten 1100 Vienna Austria,8.1,46,Arion Cityhotel Vienna und Appartements,373,3887,
Austria,Vienna,7e1ea2bd-ad08-4f35-976b-0c3bcc6b6bce,Gro e Stadtgutgasse 31 02 Leopoldstadt 1020 Vienna Austria,8.1,230,Hotel Vienna,143,1044,
Austria,Vienna,7f6e17c1-9b50-4fb4-bb14-bc990b8eb5a7,Kleine Stadtgutgasse 4 02 Leopoldstadt 1020 Vienna Austria,8.8,139,Der Wilhelmshof,206,1793,
Austria,Vienna,822dd563-1e8b-4ec4-8432-607b952e7430,Wiedner G rtel 14 04 Wieden 1040 Vienna Austria,8.3,487,Hotel Prinz Eugen,197,3308,
Austria,Vienna,82b5997b-956d-418b-8bf1-2f2e41d7919f,Althanstra e 5 09 Alsergrund 1090 Vienna Austria,8.1,216,Hotel Bellevue Wien,179,388,
Austria,Vienna,831ae3f8-c8bf-4bdc-adcb-fbd2cbe54db4,Schubertring 10 12 01 Innere Stadt 1010 Vienna Austria,8.6,63,Grand Ferdinand Vienna Your Hotel In The City Center,184,2378,
Austria,Vienna,84f8b148-2476-4371-8dd7-6392370da4ba,Rennweg 16 03 Landstra e 1030 Vienna Austria,8.9,597,Austria Trend Hotel Savoyen Vienna,178,4016,
Austria,Vienna,860e77da-7b48-4ef1-ba81-bf9051772ba7,Breite Gasse 9 07 Neubau 1070 Vienna Austria,8.4,526,Hotel ViennArt am Museumsquartier,395,2692,
Austria,Vienna,887c5451-6a41-491e-851f-5c638903b83e,Rathausstra e 17 01 Innere Stadt 1010 Vienna Austria,8.5,337,Austria Trend Hotel Rathauspark Wien,329,1884,
Austria,Vienna,8cd4b694-95c9-4c11-bd57-9b5bdf254e62,Wallgasse 23 06 Mariahilf 1060 Vienna Austria,8.5,206,Mercure Hotel Raphael Wien,59,1264,
Austria,Vienna,8df98de6-e091-4fff-88b4-0b523f2152b8,Parkring 12a 01 Innere Stadt 1010 Vienna Austria,8.2,413,Vienna Marriott Hotel,126,939,
Austria,Vienna,90613dd4-2961-4e5e-a2a3-0f93fa4d073b,Neustift am Walde 97 99 19 D bling 1190 Vienna Austria,7.9,577,Hotel Schild,246,939,
Austria,Vienna,9085d16c-ebe9-47d4-a9c1-d38de342eb13,Margaretenstra e 92 05 Margareten 1050 Vienna Austria,8.5,391,pentahotel Vienna,268,805,
Austria,Vienna,908fd0d6-77b6-4d90-8da2-b7a2d0e79fc5,K llnerhofgasse 6 01 Innere Stadt 1010 Vienna Austria,9.3,720,Hollmann Beletage Design Boutique,195,389,
Austria,Vienna,91d6e408-fcf2-4dc0-aaa0-2c8820ec16d9,K rntner Stra e 32 34 01 Innere Stadt 1010 Vienna Austria,8.5,258,Austria Trend Hotel Astoria Wien,200,2279,
Austria,Vienna,939c208f-09ef-4b57-8d56-ef2c66c0f670,Auerspergstra e 9 08 Josefstadt 1080 Vienna Austria,8.4,256,The Levante Parliament A Design Hotel,106,1958,
Austria,Vienna,95ba0f0c-21ac-41d3-aad8-910b5ac90ef8,Frankenberggasse 10 04 Wieden 1040 Vienna Austria,9.4,350,Best Western Premier Kaiserhof Wien,226,1353,
Austria,Vienna,96476408-bb5c-423b-b793-b0541e3debbc,Lichtensteg 3 01 Innere Stadt 1010 Vienna Austria,8.7,299,Hotel Topazz,104,809,
Austria,Vienna,9796172a-1476-49e3-9a4a-d45c66b7c5fa,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,8.5,198,JUFA Hotel Wien,139,3748,
Austria,Vienna,97b1eb17-08ef-456c-9833-5043a6330725,Riemergasse 8 01 Innere Stadt 1010 Vienna Austria,9.2,261,Appartement Hotel an der Riemergasse,364,969,
Austria,Vienna,98315d59-66f5-48bd-be3e-606d72e931de,Habsburgergasse 5 01 Innere Stadt 1010 Vienna Austria,8.1,304,Pertschy Palais Hotel,329,1225,
Austria,Vienna,9cbe40d1-5a66-488c-9cd3-e033df86ff0d,Rennweg 12a 03 Landstra e 1030 Vienna Austria,8.4,67,NH Wien Belvedere,389,1191,
Austria,Vienna,a34b1308-cfd2-4773-868d-0ac8c9ac7499,K rntner Ring 8 01 Innere Stadt 1010 Vienna Austria,9.0,16,The Ring Vienna s Casual Luxury Hotel,295,917,
Austria,Vienna,a7b11853-e937-4653-ab5b-8c50c92cdb0a,K rntner Ring 16 01 Innere Stadt 1015 Vienna Austria,9.2,334,Hotel Imperial A Luxury Collection Hotel,218,375,
Austria,Vienna,a81355d1-4d15-4bc0-8ec5-3eebddb40631,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,8.7,213,Austria Trend Hotel Doppio Wien,248,3010,
Austria,Vienna,aa685b1e-5271-4194-9e81-bdf433a9544e,Mariahilfer Stra e 32 34 07 Neubau 1070 Vienna Austria,8.4,424,NH Wien City,78,1538,
Austria,Vienna,af9dfbb0-1eef-420c-b455-046f5daecd98,Schulerstra e 14 01 Innere Stadt 1010 Vienna Austria,8.9,112,Hotel Domizil,269,1558,
Austria,Vienna,b1e5a8ca-7338-4083-b03a-299da78996c0,Baumgasse 83 03 Landstra e 1030 Vienna Austria,8.4,693,Vienna Sporthotel,328,556,
Austria,Vienna,b7388377-85e3-46f7-9935-d7ae9822ebcd,Mommsengasse 5 04 Wieden 1040 Vienna Austria,8.6,317,Pakat Suites Hotel,130,664,
Austria,Vienna,b8125915-7687-4971-9d3f-f48b4a162105,Rotenturmstra e 15 01 Innere Stadt 1010 Vienna Austria,8.7,273,Hotel Lam e,215,866,
Austria,Vienna,b835b315-3a8e-4064-89df-1fcd59856e3d,Wurzbachgasse 21 15 Rudolfsheim F nfhaus 1150 Vienna Austria,8.1,406,Atlantis Hotel Vienna,385,2823,
Austria,Vienna,b92f882c-182a-4c48-b1f5-40cb01b155b1,K rntnerstra e 18 Eingang Neuer Markt 3 01 Innere Stadt 1010 Vienna Austria,8.6,534,Austria Trend Hotel Europa Wien,372,3221,
Austria,Vienna,bbb5304f-3b52-4487-b2d3-47bed4a036a2,Grieshofgasse 11 12 Meidling 1120 Vienna Austria,8.1,578,FourSide Hotel Vienna City Center,69,1284,
Austria,Vienna,c36bad6f-4381-4097-ae26-3b068baebd15,Annagasse 16 01 Innere Stadt 1010 Vienna Austria,8.9,230,Schlosshotel R mischer Kaiser,167,1350,
Austria,Vienna,c3a09bdb-6b60-4948-87f0-cb5ca4789d4c,Rathstra e 24 Neustift am Walde 19 D bling 1190 Vienna Austria,9.0,188,Hotel Landhaus Fuhrgassl Huber,172,719,
Austria,Vienna,c7db19da-9eea-4bdc-8261-a088e1637652,Karl Popper Stra e 22 10 Favoriten 1100 Vienna Austria,8.8,116,Hotel Schani Wien,230,2464,
Austria,Vienna,c836baf7-14e2-48ea-93fa-bccd0c94210c,Margaretenstra e 53 05 Margareten 1050 Vienna Austria,8.7,229,Holiday Inn Vienna City,307,385,
Austria,Vienna,cb963d31-68fb-4963-a61e-a01ae971955f,Burggasse 2 07 Neubau 1070 Vienna Austria,9.4,100,Hotel Sans Souci Wien,212,824,
Austria,Vienna,cd319035-9356-4ef7-abe9-df5e5551a916,Schottenring 24 01 Innere Stadt 1010 Vienna Austria,9.2,690,Palais Hansen Kempinski Vienna,274,865,
Austria,Vienna,cea749c9-db56-4831-8683-d296ff2c5fec,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,8.4,41,NH Danube City,265,1380,
Austria,Vienna,d0b2a85c-ea14-4a9b-a715-a5d9915f2766,F hrichgasse 10 01 Innere Stadt 1010 Vienna Austria,9.4,350,The Guesthouse Vienna,111,951,
Austria,Vienna,d2939ba3-b925-4fd6-af09-bcda53733659,Rennweg 12 03 Landstra e 1030 Vienna Austria,8.4,115,Lindner Hotel Am Belvedere,134,790,
Austria,Vienna,d3642c58-648b-48cc-9410-e147f78791d8,Schottenring 11 01 Innere Stadt 1010 Vienna Austria,8.6,63,Hilton Vienna Plaza,262,1531,
Austria,Vienna,d70f3014-480a-42e1-af4d-3fc14291a417,Linzer Stra e 165 14 Penzing 1140 Vienna Austria,8.0,401,Hotel Kavalier,393,3333,
Austria,Vienna,d73411ec-65fe-4b3c-943c-bb094b02251e,Gutheil Schoder Gasse 7B 10 Favoriten 1100 Vienna Austria,8.3,57,Austria Trend Hotel Bosei Wien,62,3287,
Austria,Vienna,d79f87c9-f99d-4a9b-ac5b-f9e3805daa93,Boltzmanngasse 8 09 Alsergrund 1090 Vienna Austria,8.1,670,Hotel Boltzmann,184,662,
Austria,Vienna,d7b923bf-ab3a-47a3-b2f1-49dd93c7b4e1,Hollandstra e 3 02 Leopoldstadt 1020 Vienna Austria,8.2,128,Hotel Mercure Wien City,275,910,
Austria,Vienna,dacedbd3-f509-45ce-99ab-848616559a1b,K rntner Stra e 22 01 Innere Stadt 1010 Vienna Austria,8.3,359,Hotel Ambassador,266,1279,
Austria,Vienna,dc0bbf12-cd2c-4072-85b5-b1373efae41a,Kirchengasse 41 07 Neubau 1070 Vienna Austria,9.3,110,Small Luxury Hotel Altstadt Vienna,175,664,
Austria,Vienna,dd8945ad-c81a-4975-8e55-583f5e143516,Kirchberggasse 6 07 Neubau 1070 Vienna Austria,8.7,676,K K Hotel Maria Theresia,221,3181,
Austria,Vienna,e1baef0b-394f-493f-88d3-9b1a340915b5,Simmeringer Hauptstra e 55 57 11 Simmering 1110 Vienna Austria,8.5,438,Simm s Hotel,164,849,
Austria,Vienna,e385a720-74b1-4f79-91dd-525b7f0cf1b9,Singerstra e 3 01 Innere Stadt 1010 Vienna Austria,8.6,401,Hotel Royal,96,840,
Austria,Vienna,e48397a5-0040-44f0-9f9f-92e1464ed062,Schlossallee 8 14 Penzing 1140 Vienna Austria,8.8,298,Austria Trend Hotel Park Royal Palace Vienna,228,3667,
Austria,Vienna,ea00d43a-f243-4913-8b81-3525bff1d222,Ungargasse 60 03 Landstra e 1030 Vienna Austria,8.1,476,Imperial Riding School Renaissance Vienna Hotel,278,1395,
Austria,Vienna,ecdaed0d-9ec8-4d33-a03b-b2b54445340d,Robert Stolz Platz 1 01 Innere Stadt 1010 Vienna Austria,8.3,710,Le Meridien Vienna,101,2393,
Austria,Vienna,f0c29009-3e58-4e12-8415-fd40df46189d,Landstra er Hauptstra e 120 03 Landstra e 1030 Vienna Austria,8.4,236,Eurostars Embassy,262,1442,
Austria,Vienna,f29e4512-7789-43b8-81d9-24b2d4ec4fc9,Harmoniegasse 5 7 09 Alsergrund 1090 Vienna Austria,9.2,449,The Harmonie Vienna,53,1083,
Austria,Vienna,f2b500de-7399-4f01-9172-e09931d37643,Hafnersteig 7 01 Innere Stadt 1010 Vienna Austria,8.7,16,Alma Boutique Hotel,128,730,
Austria,Vienna,f55a2a7a-8408-4206-8f5b-abf3bf2a3eb0,Mariahilfer Stra e 78 07 Neubau 1070 Vienna Austria,8.9,359,NH Collection Wien Zentrum,69,1887,
Austria,Vienna,f5d09fd5-8786-476e-ac59-3a8d9e98cf53,Neubaug rtel 26 28 07 Neubau 1070 Vienna Austria,8.5,647,Fleming s Conference Hotel Wien,332,2080,
Austria,Vienna,f6b1768f-c026-4df4-b8c4-e38ec9397b8b,Parkring 12 01 Innere Stadt 1010 Vienna Austria,9.0,643,Hotel Am Parkring,78,2304,
Austria,Vienna,f80dc956-e25b-44e6-94cf-f159c9c0d830,Mariahilfer Stra e 122 Ecke Kaiserstra e 1 3 07 Neubau 1070 Vienna Austria,8.5,334,IntercityHotel Wien,385,3003,
United Kingdom,London,00084b03-20ba-4ed5-80da-3baedc416fb1,52 Chiswell Street City of London London EC1Y 4SD United Kingdom,8.8,730,The Montcalm At Brewery London City,186,2617,
United Kingdom,London,002743d8-9fe8-4145-968a-071e8e4b46c0,26 Cadogan Gardens Kensington and Chelsea London SW3 2RP United Kingdom,9.2,269,Draycott Hotel,78,245,
United Kingdom,London,00822944-f3e8-484d-ab0c-3b39502e5acf,15 Seymour Street Westminster Borough London W1H 7JW United Kingdom,8.2,273,The Leonard Hotel,107,1330,
United Kingdom,London,010b17c4-d95f-4950-ad59-72baec06daa0,Aldwych Westminster Borough London WC2B 4DD United Kingdom,8.4,564,The Waldorf Hilton,378,1479,
United Kingdom,London,0158b771-21d7-4a7c-84a4-e5473430cd73,Imperial Road Hammersmith and Fulham London SW6 2GA United Kingdom,8.3,108,DoubleTree by Hilton London Chelsea,344,1181,
United Kingdom,London,02f7d53a-31d6-415f-83a4-7e9660ac2c9e,46 Blackfriars Road Southwark London SE1 8NZ United Kingdom,8.7,344,Novotel London Blackfriars,190,1362,
United Kingdom,London,0397c1cd-456c-4b75-99c9-91ed241bd739,50 Lancaster Gate Westminster Borough London W2 3NA United Kingdom,6.7,578,Commodore Hotel,318,2400,
United Kingdom,London,04a34baf-f5b4-47d0-9c0d-77fc78488627,82 Dalston Lane Hackney London E8 3AH United Kingdom,8.1,176,Avo Hotel,393,276,
United Kingdom,London,057ece83-60fb-4f88-8c8e-3fed71dc0288,7 9 Copthall Avenue City of London London EC2R 7NJ United Kingdom,9.1,366,Apex London Wall Hotel,229,949,
United Kingdom,London,079b3ba4-564e-442c-b470-3a5546ab9488,18 Lodge Road Near Baker Street And Marylebone Westminster Borough London NW8 7JT United Kingdom,8.1,519,Danubius Hotel Regents Park,373,1294,
United Kingdom,London,093a8bdf-a472-4b46-8b69-cd648db069cf,20 Upper Ground Southwark London SE1 9PD United Kingdom,9.1,690,Mondrian London,86,3611,
United Kingdom,London,096d86c3-86c5-45b2-a083-d7a052580559,Southampton Row Bloomsbury Camden London WC1B 4AR United Kingdom,8.4,632,Grange Holborn Hotel,392,845,
United Kingdom,London,0982ea76-54d8-438b-a8cb-04d35f994def,335 337 High Street Stratford Newham London E15 2TF United Kingdom,9.0,408,The Westbridge Hotel,281,1200,
United Kingdom,London,0b68d894-823b-4e7b-a65e-0a82f5b16306,4 Portal Way Gypsy Corner A40 London W3 6RT United Kingdom,8.1,150,Holiday Inn London West,134,1500,
United Kingdom,London,0c3b2001-c037-4992-8c60-e612284645c0,31 St Thomas Street Southwark London SE1 9QU United Kingdom,9.4,394,Shangri La Hotel at The Shard London,271,2200,
United Kingdom,London,0d07da29-0bed-486b-8405-70b6dc35191e,18 30 Lexham Gardens Kensington and Chelsea London W8 5JE United Kingdom,8.3,631,The Park City Grand Plaza Kensington Hotel,343,667,
United Kingdom,London,0d7f3e5e-e98a-4fb9-8a89-61e33796ddb6,The Strand Westminster Borough London WC2N 5HX United Kingdom,9.3,290,Amba Hotel Charing Cross,231,1694,
United Kingdom,London,0f48e825-30a8-4a86-8874-43901758dc8a,407 Goldhawk Rd Chiswick London W6 0SA United Kingdom,7.8,266,Chiswick Rooms,159,882,
United Kingdom,London,10d9e26b-3fec-42b3-9cea-573cfed6cc7e,117 129 Cromwell Road Kensington and Chelsea London SW7 4DS United Kingdom,7.8,204,Park International Hotel,165,1252,
United Kingdom,London,10e3e38e-4625-41e7-b6e1-6ef83192f292,61 Lincoln s Inn Fields Camden London WC2A 3JW United Kingdom,8.9,129,Club Quarters Hotel Lincoln s Inn Fields,327,2692,
United Kingdom,London,10eee4cc-e12a-447b-ab97-ce998f413ec6,Hyde Park Corner Westminster Borough London SW1X 7TA United Kingdom,9.4,239,The Lanesborough,386,64,
United Kingdom,London,10fd8673-7a6c-46de-87d1-563c28c0086e,30 Rathbone Street West End Westminster Borough London W1T 1LB United Kingdom,8.3,576,Rathbone,129,776,
United Kingdom,London,11a567da-8779-40b1-bb9f-ab43fb54b8e7,284 To 302 Waterloo Road Southwark London SE1 8RQ United Kingdom,8.5,457,H10 London Waterloo,218,1114,
United Kingdom,London,122e2294-46c2-491b-a4cd-a22ff05785fe,Empire Way Wembley Brent London HA9 8DS United Kingdom,8.3,176,Holiday Inn London Wembley,279,3469,
United Kingdom,London,13b5f85d-32f7-4b3a-8ff0-c0f376cd1a97,41 51 Inverness Terrace Westminster Borough London W2 3JN United Kingdom,8.0,686,La Suite West Hyde Park,110,768,
United Kingdom,London,13b7c711-6691-40f1-a02f-98ca1f43a072,9 Knaresborough Place Kensington and Chelsea London SW5 0TP United Kingdom,9.0,73,Hotel Moonlight,392,617,
United Kingdom,London,13c7cd07-6dba-4488-a821-bc604ecd37db,12 Upper Woburn Place Camden London WC1H 0HX United Kingdom,7.9,465,Ambassadors Bloomsbury,351,1521,
United Kingdom,London,13ed5256-d8dc-486c-9a16-35f10f164fe1,53 59 Kilburn High Road Maida Vale London Camden London NW6 5SB United Kingdom,7.1,443,BEST WESTERN Maitrise Hotel Maida Vale,333,1877,
United Kingdom,London,15a244cd-4029-4415-99dd-a63f9e073c40,21 Avonmore Road Kensington Hammersmith and Fulham London W14 8RP United Kingdom,7.7,352,Simply Rooms Suites,150,226,
United Kingdom,London,15cb64b1-dcd5-4921-9365-25bf676e8bb4,265 Rotherhithe Street Southwark London SE16 5HW United Kingdom,8.1,200,DoubleTree by Hilton London Docklands Riverside,239,3826,
United Kingdom,London,16343a6b-7b26-46ec-b5bb-6d3758dcfedf,291 Greenwich High Road Greenwich Greenwich London SE10 8NA United Kingdom,8.2,476,Innkeeper s Lodge London Greenwich,360,1191,
United Kingdom,London,178aaf9f-7199-46f0-b0c3-110fb0404c4b,14 15 Langham Place Westminster Borough London W1B 2QS United Kingdom,7.5,228,Saint Georges Hotel,235,2092,
United Kingdom,London,1798a230-7e95-48f5-b32b-7358b170f916,33 Roland Gardens Kensington and Chelsea London SW7 3PF United Kingdom,8.0,413,Blakes Hotel,358,190,
United Kingdom,London,17acc506-7109-428a-85e8-d792a4d0a6c9,57 59 Welbeck Street Westminster Borough London W1G 9BL United Kingdom,7.5,577,Holiday Inn London Oxford Circus,106,1287,
United Kingdom,London,17fd331b-e1d7-4c1b-93d3-713efa9deb2b,41 43 Brook Street Westminster Borough London W1K 4HJ United Kingdom,9.3,579,Claridge s,80,293,
United Kingdom,London,191e9904-3d13-4068-96e2-acdf2e99f864,335 337 Old Street Hackney London EC1V 9LL United Kingdom,8.9,255,Courthouse Hotel Shoreditch,82,477,
United Kingdom,London,1979a1d2-3d1d-46ac-a287-a22633a137a6,1 Inverness Terrace Westminster Borough London W2 3JP United Kingdom,7.7,419,Grand Royale London Hyde Park,210,6539,
United Kingdom,London,19a2c902-8681-474f-8d4f-57d6bac0bd37,2 4 Boundary Street Hackney London E2 7DD United Kingdom,8.4,304,Boundary Rooms Suites,332,45,
United Kingdom,London,19ff471c-a1c5-47e8-92a6-da36ffdc2201,69 Vincent Square Westminster Borough London SW1P 2PA United Kingdom,8.2,527,Grange Rochester Hotel,310,1046,
United Kingdom,London,1ac2e17f-ee76-4311-98a8-b007603e4ec8,252 High Holborn Holborn Camden London WC1V 7EN United Kingdom,9.4,178,Rosewood London,103,1008,
United Kingdom,London,1b2442e1-8869-419c-b9c1-47b4c238aaec,2 Wallenberg Place Westminster Borough London W1H 7TN United Kingdom,8.9,614,The Montcalm Marble Arch,197,2752,
United Kingdom,London,1b64efaf-a516-48ea-bc25-36ccbb0cafaa,7 Pepys Street City of London London EC3N 4AF United Kingdom,8.7,205,DoubleTree by Hilton Hotel London Tower of London,360,7491,
United Kingdom,London,1cb2283a-2739-4e1d-9594-37d6d5584243,35 Charles Street Mayfair Westminster Borough London W1J 5EB United Kingdom,9.1,416,The Chesterfield Mayfair,92,1166,
United Kingdom,London,1f7fbba0-bd61-4d2c-bfa3-6bc7191e645b,9 11 Sydney Street Kensington and Chelsea London SW3 6PU United Kingdom,8.7,541,Sydney House Chelsea,336,585,
United Kingdom,London,1ffc0a53-7061-49e5-a6ea-d20abcfd4b5b,33 37 Hogarth Road Kensington and Chelsea London SW5 0QQ United Kingdom,8.4,232,Park Grand London Kensington,393,4660,
United Kingdom,London,20d952b5-23aa-4801-b240-4f319ca4fcc0,225 High Street Kensington Kensington and Chelsea London W8 6SA United Kingdom,7.4,373,Best Western Seraphine Kensington Olympia,256,895,
United Kingdom,London,20db8432-ea6b-4958-a985-dee97338c810,372 Strand Westminster Borough London WC2R 0JJ United Kingdom,8.1,262,Strand Palace Hotel,214,9568,
United Kingdom,London,2174eabe-83a3-4ee7-9499-389795d7b76e,151 157 City Road Shoreditch Islington London EC1V 1JS United Kingdom,9.1,730,M by Montcalm Shoreditch London Tech City,236,4802,
United Kingdom,London,2175aedc-07cd-491f-8558-491d70e751cb,30 Jamestown Road Camden London NW1 7BY United Kingdom,8.6,79,Holiday Inn London Camden Lock,358,1572,
United Kingdom,London,22540bb5-3483-4161-8fe4-4580abb40aac,128 King Henry s Road Camden London NW3 3ST United Kingdom,8.3,689,London Marriott Hotel Regents Park,226,1640,
United Kingdom,London,2272cfc6-09a3-42e8-82f4-a24d92671200,19 Brent Street Brent Cross London NW4 2EU United Kingdom,8.6,416,The Pillar Hotel,124,215,
United Kingdom,London,24d3ab38-b69d-4d60-a018-9cdb1751ccbe,20 Pembridge Gardens Kensington and Chelsea London W2 4DU United Kingdom,7.8,323,The Abbey Court Notting Hill,127,322,
United Kingdom,London,252e7b0d-9a25-46f8-bad6-a013b1c2ae33,6 Waterloo Place Westminster Borough London SW1Y 4AN United Kingdom,9.2,441,Sofitel London St James,316,1284,
United Kingdom,London,25726e09-ad5d-46eb-aeba-e0ac399e116e,Richmond Way Hammersmith and Fulham London W14 0AX United Kingdom,8.4,299,K West Hotel Spa,133,1560,
United Kingdom,London,27981d76-4601-4299-9505-b2f134361d14,68 86 Cromwell Road Kensington Kensington and Chelsea London SW7 5BT United Kingdom,8.2,590,Radisson Blu Edwardian Vanderbilt,187,2665,
United Kingdom,London,27ad064b-753a-4edf-8ba4-9d801f639d40,37 Eccleston Square Westminster Borough London SW1V 1PB United Kingdom,8.5,85,Eccleston Square Hotel,231,369,
United Kingdom,London,27d1f528-cd9e-459b-a4bd-5f6a5f9dd5a1,146 Praed Street Westminster Borough London W2 1EE United Kingdom,8.2,690,Hilton London Paddington,396,2898,
United Kingdom,London,2a426c2f-03d2-42e6-bccd-3b2d2b545357,163 Marsh Wall Docklands Tower Hamlets London E14 9SJ United Kingdom,7.1,36,Britannia International Hotel Canary Wharf,330,9086,
United Kingdom,London,2b1dbbf9-99e5-476c-b7a5-9233fbf66a9c,35 St James s Place Westminster Borough London SW1A 1NY United Kingdom,8.6,232,Dukes Hotel,360,210,
United Kingdom,London,2b91bc25-1196-4902-89f5-1d47a08b162d,2 Warrington Crescent Westminster Borough London W9 1ER United Kingdom,7.8,186,The Colonnade,61,391,
United Kingdom,London,2c45db8e-e0fb-46e7-b996-cbc8cf237d04,40 Marsh Wall Tower Hamlets London E14 9TP United Kingdom,9.0,27,Novotel London Canary Wharf,255,320,
United Kingdom,London,2d17766e-f868-44bf-a5f8-8a39b7883ea7,40 Liverpool Street City of London London EC2M 7QN United Kingdom,9.0,200,Andaz London Liverpool Street,128,1283,
United Kingdom,London,2f7cef1f-7e4e-47d9-8dd0-8245e09f6a2c,4 Bryanston St Marble Arch Westminster Borough London W1H 7BY United Kingdom,8.1,534,DoubleTree by Hilton Hotel London Marble Arch,83,1290,
United Kingdom,London,3004f56f-9b1c-410c-a615-dd0490aa1542,Bryanston Street Marble Arch Westminster Borough London W1H 7EH United Kingdom,8.5,177,Amba Hotel Marble Arch,90,3980,
United Kingdom,London,30650180-20cc-4915-920b-020f01b725c1,30 Barkston Gardens Kensington and Chelsea London SW5 0EN United Kingdom,8.6,605,Henley House Hotel,287,1179,
United Kingdom,London,313dd410-3e84-4897-acdf-bb92747487d4,190 Queen s Gate Kensington and Chelsea London SW7 5EX United Kingdom,8.6,450,The Gore Hotel Starhotels Collezione,143,968,
United Kingdom,London,31b1b34f-5965-42ba-8bdc-6d87d10b7698,2 Caxton Street Westminster Borough London SW1H 0QW United Kingdom,8.9,66,St Ermin s Hotel Autograph Collection,181,857,
United Kingdom,London,31e73515-a7ea-4d46-917c-2f53122639d3,173 185 Greenwich High Rd Greenwich London SE10 8JA United Kingdom,8.6,401,Novotel London Greenwich,370,924,
United Kingdom,London,31e8149b-78b5-49e1-97e6-642fe2bedbe4,88 Holland Road Kensington and Chelsea London W14 8BN United Kingdom,8.4,357,88 Studios,154,955,
