country,city,rate,uid,address,name,price,thumbnail
France,Paris,4.8,a2a94a6d-c236-413c-8b6b-294e65abffe2,10 Place De Mexico 16th arr 75016 Paris France,Le Metropolitan a Tribute Portfolio Hotel,346,
France,Paris,4.8,a4131a54-d897-405e-ad9b-3101c16afec6,11 Bis rue Mazagran 10th arr 75010 Paris France,H tel Regina Op ra Grands Boulevards,307,
France,Paris,4.8,c204a563-8bda-4284-abbd-ab8fc82c4597,16 rue de Berri 8th arr 75008 Paris France,H tel California Champs Elys es,95,
France,Paris,4.8,d911d160-7fe0-4e4d-ba29-dcd67b38ac69,5 rue du 8 Mai 1945 10th arr 75010 Paris France,Holiday Inn Paris Gare de l Est,62,
France,Paris,4.8,dc32d56e-b907-4476-b495-793042ed989c,20 rue du Sommerard 5th arr 75005 Paris France,Mercure Paris Notre Dame Saint Germain des Pr s,170,
France,Paris,4.7,0fcdd007-f1e2-49b8-acfe-86d2029c2cf8,1 5 Passage Ruelle 18th arr 75018 Paris France,Kube Hotel Ice Bar,271,
France,Paris,4.7,2437c45b-3b49-4820-aaa4-0eb8a1f6332a,214 rue du Faubourg Saint Honor 8th arr 75008 Paris France,H tel Etoile Saint Honor by Happyculture,286,
France,Paris,4.7,5a81cf46-0313-48ff-b97a-cf395fef8d9f,6 rue Chauveau Lagarde 8th arr 75008 Paris France,Newhotel Roblin,370,
France,Paris,4.7,8e6c6d8f-d044-47ef-ac27-6d05ac3310ff,34 rue de Moscou 8th arr 75008 Paris France,Best Western Premier Kapital Op ra,330,
France,Paris,4.7,daf35a95-70cc-40fa-920f-ede22bde56bb,151 bis Rue de Rennes 6th arr 75006 Paris France,Legend Saint Germain by Elegancia,135,
France,Paris,4.7,eb4c44ec-18b4-4db4-a0c7-864705378d24,22 Rue de La Parcheminerie 5th arr 75005 Paris France,Hotel Parc Saint Severin Esprit de France,138,
France,Paris,4.6,3c7b8ade-24e0-430f-885d-8d7343701683,36 rue de Saint Quentin 10th arr 75010 Paris France,Hotel Whistler,196,
France,Paris,4.6,99e243f4-b2ed-401e-a9ca-31ac66cd2de6,24 Rue d Amsterdam 9th arr 75009 Paris France,Phileas Hotel,82,
France,Paris,4.6,f7912266-fd2f-47f9-b6ff-c1c4779cb109,3 rue de Bourgogne 7th arr 75007 Paris France,H tel Bourgogne Montana by MH,25,
France,Paris,4.6,ff709f48-c1f0-41f0-bf7c-50dc065f34a5,2 Rue Scribe 9th arr 75009 Paris France,InterContinental Paris Le Grand,119,
France,Paris,4.5,0e8d566b-1e19-45f5-8355-048fdc447ff1,141 rue St Honor 1st arr 75001 Paris France,Best Western Premier Louvre Saint Honor ,58,
France,Paris,4.5,36d9fd3f-0444-4579-9918-1bfda1164070,33 Avenue Du Docteur Arnold Netter 12th arr 75012 Paris France,Best Western Allegro Nation,114,
France,Paris,4.5,534076eb-dfa3-49af-bcba-dfd075c9b9c5,5 rue de Berri 8th arr 75008 Paris France,Warwick Paris Former Warwick Champs Elysees ,90,
France,Paris,4.5,67025fa2-5c43-490a-a0e1-ae8bb292f518,17 rue de l Arcade 8th arr 75008 Paris France,H tel Bedford,310,
France,Paris,4.5,dd11f56d-798c-45bb-8278-c286c0f16309,3 Rue Christine 6th arr 75006 Paris France,Relais Christine,22,
France,Paris,4.4,2486a018-49c5-4aa7-8fd8-10eeb8be2031,9 Villa de Saxe 7th arr 75007 Paris France,Hotel Villa Saxe Eiffel,347,
France,Paris,4.4,2cb4a869-658c-4780-a5c3-36d2c8a10f0d,11 Rue de l Arcade 8th arr 75008 Paris France,Op ra Marigny,85,
France,Paris,4.4,303d4fea-49b7-41b2-ac9d-23e450b0b73f,6 rue du General Lanrezac 17th arr 75017 Paris France,Balmoral Champs Elys es,369,
France,Paris,4.4,ae116472-7826-4176-bfbf-2e1bd7bf994b,19 avenue Kleber 16th arr 75116 Paris France,Hotel The Peninsula Paris,231,
France,Paris,4.4,c54ebce5-2e12-4062-afac-c2c113d1d713,5 rue de la Paix 2nd arr 75002 Paris France,Park Hyatt Paris Vendome,368,
France,Paris,4.4,d131ada4-7f38-4ce6-bf31-8534599e2745,10 rue de Bruxelles 9th arr 75009 Paris France,Maison Souquet,165,
France,Paris,4.4,e16a1c09-3572-4dd1-bef7-3e1df67810c5,39 Avenue de l Op ra 2nd arr 75002 Paris France,Edouard 7 Paris Op ra,195,
France,Paris,4.4,f3e0acec-7f8e-478f-88d7-351cf90b8322,54 rue Pierre Charron 8th arr 75008 Paris France,Chateau Frontenac,269,
France,Paris,4.4,fcf1ef45-d43e-45cb-a55e-2d9ced13aada,5 Rue De Malte 11th arr 75011 Paris France,My Home In Paris,54,
France,Paris,4.3,37a1a69e-5303-4a2a-b9e4-6d975723b0d0,19 Boulevard De La Tour Maubourg 7th arr 75007 Paris France,Le Narcisse Blanc Spa,169,
France,Paris,4.3,68a152be-f6bb-4cf0-9889-670a54475697,12 boulevard Malesherbes 8th arr 75008 Paris France,Waldorf Madeleine,333,
France,Paris,4.3,f538d690-9b58-4ecb-82a5-ee14720299c7,19 Rue Des Pretres Saint Germain L Auxerrois 1st arr 75001 Paris France,Relais Du Louvre,314,
France,Paris,4.2,2358549d-36de-417f-a925-bf8b38b042f9,53 Rue Richard Lenoir 11th arr 75011 Paris France,Mercure Paris Bastille Marais,35,
France,Paris,4.2,2fa433e3-578d-4bda-ac1f-67a05262d7af,216 Avenue Jean Jaures 19th arr 75019 Paris France,Mercure Paris 19 Philharmonie La Villette,10,
France,Paris,4.2,7ab3d766-e7fa-4d70-9f6a-8a3619973dd4,40 rue de Lille 7th arr 75007 Paris France,H tel de Lille,204,
France,Paris,4.2,7b5175bc-03b0-41df-932c-82e33e6254c2,11 Rue d Astorg 8th arr 75008 Paris France,Hotel Astor Saint Honor ,389,
France,Paris,4.1,1e4b6bf0-59d0-4ceb-a678-d8022bfcf7ce,8 Avenue Rapp 7th arr 75007 Paris France,Derby Alma,307,
France,Paris,4.1,2ed916dc-cded-486c-b7e9-d29ae3f6b554,28 rue Saint Roch 1st arr 75001 Paris France,Le Roch Hotel Spa,43,
France,Paris,4.1,419dd8d6-fb90-43e4-b799-f373707d56a7,5 bis rue Massenet 16th arr 75016 Paris France,Best Western Premier Trocadero La Tour,83,
France,Paris,4.1,696e7c2e-4ab1-4994-b95d-4fde252e0d6c,11 15 Rue De Lyon 12th arr 75012 Paris France,Holiday Inn Paris Gare de Lyon Bastille,142,
France,Paris,4.1,ef8512d4-1c0a-446a-906b-1bac5ff98dde,9 rue Gr goire de Tours 6th arr 75006 Paris France,Victoire Germain,105,
France,Paris,4.0,0f44ed31-7396-4f81-9b89-0d7ad1b6db5e,6 rue Gustave Charpentier 17th arr 75017 Paris France,AC Hotel Paris Porte Maillot by Marriott,261,
France,Paris,4.0,2bf85677-1de4-47fb-ab66-a2c6a657705a,11 rue de Tr vise 9th arr 75009 Paris France,H tel Diva Opera,289,
France,Paris,4.0,55d82e7e-a451-4ab7-a175-a627fab380c8,40 avenue de Friedland 8th arr 75008 Paris France,Napoleon Paris,314,
France,Paris,4.0,6b61048f-105f-48d1-91c8-20a7045c9d56,12 rue Saint Roch 1st arr 75001 Paris France,Hotel Louvre Montana,261,
France,Paris,4.0,6ee68c88-5444-4520-adfd-a6ccf489631a,6 Boulevard Vincent Auriol 13th arr 75013 Paris France,Mercure Paris Bercy Biblioth que,53,
France,Paris,4.0,70f1ca5c-00ef-4e73-982f-34ee6c61fe17,24 rue de Ponthieu 8th arr 75008 Paris France,H tel Beauchamps,48,
France,Paris,4.0,a17fd0a2-ff95-4fc4-ae48-8a5a02cdd0a6,22 Avenue du professeur lemierre 20th arr 75020 Paris France,Novotel Suites Paris Montreuil Vincennes,211,
France,Paris,4.0,bb2c4b24-0759-4c0d-92f5-4ca6f06e6959,15 Rue De La Grande Chaumi re 6th arr 75006 Paris France,H tel des Academies et des Arts,119,
France,Paris,4.0,c165bac0-77bc-4e5f-9f63-1ca011d39a36,29 31 rue des Ecoles 5th arr 75005 Paris France,Hotel Atmospheres,44,
France,Paris,4.0,d5458baa-949c-4bae-9f1d-edd20bb93a41,11 Rue Du Temple 4th arr 75004 Paris France,H tel Duo,153,
France,Paris,3.9,0c22d022-3373-4a1d-a791-c08d70c7aab2,95 Rue de Richelieu 2nd arr 75002 Paris France,Mercure Paris Opera Louvre,282,
France,Paris,3.9,5988fcc4-0c0f-4c83-bd52-17eaea3e1cd3,18 rue Clement Marrot 8th arr 75008 Paris France,Franklin Roosevelt,144,
France,Paris,3.9,7636a05e-2baf-437f-b426-fce5855af038,36 rue Pierre Demours 17th arr 75017 Paris France,Westside Arc de Triomphe Hotel,81,
France,Paris,3.9,9653e7a2-994d-400c-8daf-2da9913d22e3,18 rue de Constantinople 8th arr 75008 Paris France,Best Western Paris Gare Saint Lazare,209,
France,Paris,3.9,bec59542-2b6f-4155-b510-586117a8e16f,117 Rue Lauriston 16th arr 75116 Paris France,Le Dokhan s a Tribute Portfolio Hotel,286,
France,Paris,3.8,422518a6-c851-4288-922f-5fe1dd2b11e5,20 Rue Jean Rey 15th arr 75015 Paris France,Mercure Paris Centre Tour Eiffel,174,
France,Paris,3.8,5d44c48e-0ed1-4612-8e4a-f7fecfb62bb8,30 Rue de Bassano 16th arr 75016 Paris France,Le Belmont Champs Elys es,359,
France,Paris,3.8,8cc926f8-5631-48ac-a420-3f565546fb89,1 Avenue Carnot 17th arr 75017 Paris France,Splendid Etoile,208,
France,Paris,3.8,a52f32df-734e-41f3-8abb-7e406f1088f5,35 Rue Benjamin Franklin 16th arr 75016 Paris France,Eiffel Trocad ro,260,
France,Paris,3.8,c1409a39-2309-407a-aa85-f84d575e2e1d,5 Rue Marivaux 2nd arr 75002 Paris France,La Maison Favart,341,
France,Paris,3.8,c354de26-08b6-465a-b625-a92cb184b95c,41 Avenue Marceau 16th arr 75016 Paris France,Elys es R gencia,56,
France,Paris,3.8,d6a6394b-5d03-4697-b8d7-328747159731,35 Boulevard de la tour Maubourg 7th arr 75007 Paris France,Best Western Tour Eiffel Invalides,260,
France,Paris,3.8,e6649d8f-01ad-4a36-9855-d8f44eb9bf90,2 Rue Hector Malot 12th arr 75012 Paris France,Novotel Paris Gare De Lyon,353,
France,Paris,3.7,28263d61-72e7-4bc8-9a41-ce32785391b4,5 rue des Arquebusiers 3rd arr 75003 Paris France,Villa Beaumarchais,214,
France,Paris,3.7,3281013a-9fe6-477f-8cc2-519eee8696dc,28 place des Vosges 3rd arr 75003 Paris France,Le Pavillon de la Reine Spa,62,
France,Paris,3.7,408e1105-8ce5-40b8-8ecb-1344c8cbfbdb,4 rue Cadet 9th arr 75009 Paris France,Monsieur Cadet Hotel Spa Ex Meyerhold Spa ,168,
France,Paris,3.7,455aabaf-3ba3-49dd-b0e9-375094ede37b,2 place Louis Armand 12th arr 75012 Paris France,Mercure Paris Gare De Lyon TGV,158,
France,Paris,3.7,538b772d-ce1b-4d32-86b4-42d4335d7069,6 Rue Saint Placide 6th arr 75006 Paris France,Hotel Le Placide Saint Germain Des Pr s,161,
France,Paris,3.7,866180bc-8818-4976-a77f-92d746d9f4c1,9 rue Git le Coeur 6th arr 75006 Paris France,Relais H tel du Vieux Paris,250,
France,Paris,3.6,17a055c5-fd7b-44e0-9011-7e2c590f6c66,4 rue Salomon de Caus 3rd arr 75003 Paris France,Little Palace Hotel,238,
France,Paris,3.6,2bda3779-c42c-4701-95a5-53d1007354cf,34 Rue Fontaine 9th arr 75009 Paris France,Timhotel Op ra Blanche Fontaine,200,
France,Paris,3.6,a181ff36-273c-40f2-b578-971ea34eb282,40 rue Liancourt 14th arr 75014 Paris France,Suites H tel Helzear Montparnasse,249,
France,Paris,3.6,b6cb7f10-61cf-4fc1-a077-62cd82c66166,33 Rue Cambon 1st arr 75001 Paris France,Castille Paris Starhotels Collezione,68,
France,Paris,3.6,bd4005d2-cf4e-46f3-9141-d0abe99abce0,143 Boulevard Saint Germain 6th arr 75006 Paris France,H tel Madison by MH,195,
France,Paris,3.5,1c02a80d-2e4b-48cd-b263-8be3ffef07a8,15 Rue Dupleix 15th arr 75015 Paris France,Le Marquis Eiffel,138,
France,Paris,3.5,74a9469b-6b16-492a-8798-68d8279655e3,2 4bis Cit Rougemont 9th arr 75009 Paris France,H tel Ad le Jules,200,
France,Paris,3.5,ff09ef95-abdc-4354-868d-b0128250f9bd,3 Rue Caulaincourt 18th arr 75018 Paris France,Mercure Paris Montmartre Sacr Coeur,243,
France,Paris,3.4,147cd8f0-c4c9-4681-8ace-b2a16e14bdd8,2 rue des Guillemites 4th arr 75004 Paris France,Hotel Dupond Smith,194,
France,Paris,3.4,17d9baee-1fa5-4f48-8570-4a580fa7b395,2 Rue Racine 6th arr 75006 Paris France,H tel Belloy Saint Germain By Happyculture,226,
France,Paris,3.4,3347a695-510d-4e7b-a1a7-c350ac5aed11,10 rue de Vaugirard 6th arr 75006 Paris France,Le Senat,147,
France,Paris,3.4,6cee60c7-fe24-4448-b9a6-fd1ed83f8f8c,4 rue Amsterdam 9th arr 75009 Paris France,Le Grand H tel de Normandie,304,
France,Paris,3.4,6d686ecf-aa73-4bab-bebd-bb13dc6fb405,12 Rue de Louvois 2nd arr 75002 Paris France,H tel Square Louvois,40,
France,Paris,3.4,8117d0eb-44ba-4d07-a05d-c4af3cfbc245,25 Avenue Montaigne 8th arr 75008 Paris France,Hotel Plaza Athenee Paris,285,
France,Paris,3.4,a533c6df-7c18-4cb8-9c7a-698717941c99,5 rue de Ponthieu 8th arr 75008 Paris France,Best Western Plus Elys e Secret,322,
France,Paris,3.4,e8e2b23d-c921-4b08-80bd-2e4731a2e2c3,12 rue de la Montagne Sainte Genevi ve 5th arr 75005 Paris France,Hotel La Lanterne,230,
France,Paris,3.4,f152bad2-f6fa-4b9b-9746-af0d475bbe0a,7 Rue Rennequin 17th arr 75017 Paris France,Hotel Monceau Wagram,30,
France,Paris,3.3,06796ac7-25a1-437b-93d1-24e37ee5a5ec,24 rue Bassano 16th arr 75016 Paris France,Hotel Elys es Bassano,181,
France,Paris,3.3,0a124217-3d97-4672-88a1-c3574c5e6ff1,13 rue Saint Sulpice 6th arr 75006 Paris France,Hotel Odeon Saint Germain,134,
France,Paris,3.3,3cd93db1-79f8-4761-be05-77712986c492,15 Rue Jacob 6th arr 75006 Paris France,Mill sime H tel,223,
France,Paris,3.3,568728d2-c53d-4478-be33-3a45f54de570,25 rue des Saints P res 6th arr 75006 Paris France,H tel Da Vinci Spa,289,
France,Paris,3.3,6dc16e4b-06e1-4985-9b14-05134f201f26,8 10 Rue F licien David 16th arr 75016 Paris France,Auteuil Tour Eiffel,6,
France,Paris,3.3,96603ae8-56d8-4d6b-bd4a-471b6d1a0084,2 rue de Gramont 2nd arr 75002 Paris France,Lyric H tel Paris,320,
France,Paris,3.3,e9f269e8-e51a-4f90-98b8-2fd9d61c46e2,21 rue de Dunkerque 10th arr 75010 Paris France,Mercure Paris Terminus Nord,141,
France,Paris,3.3,ef94f46b-5163-4e66-816c-45d7963f436a,30 Rue Duret 16th arr 75016 Paris France,Duret,399,
France,Paris,3.3,f4e8777a-0969-4963-b3d3-d970a4ed4ac8,19 Rue Copernic 16th arr 75016 Paris France,H tel Victor Hugo Paris Kl ber,393,
France,Paris,3.2,183b1606-156a-45e5-ab75-de2c0d14fa6a,23 rue du Faubourg Montmartre 9th arr 75009 Paris France,Hotel Pulitzer Paris,159,
France,Paris,3.2,1a77c289-ed3f-465d-a0d6-3ffe78ea7d5e,92 Rue Du Cherche Midi 6th arr 75006 Paris France,Hotel Spa La Belle Juliette,303,
France,Paris,3.2,2c34556a-3c21-4055-82f9-cf17a3e7952d,11 Bis Rue Jules Chaplain 6th arr 75006 Paris France,H tel Chaplain Paris Rive Gauche,78,
France,Paris,3.2,37baf4ec-960b-40f0-a441-94f9bae0753a,10 rue Chateaubriand 8th arr 75008 Paris France,Atala Champs Elys es,67,
France,Paris,3.2,44169904-644e-405a-b37b-d30ef94780d9,177 rue du faubourg Saint Honor 8th arr 75008 Paris France,Hotel Champs Elys es Friedland by Happyculture,94,
France,Paris,3.2,45772e81-a5f0-46da-9e65-c20f4d9e46e9,209 211 rue de Charenton 12th arr 75012 Paris France,Golden Tulip Bercy Gare de Lyon 209,389,
France,Paris,3.2,5355195c-aff8-454e-a710-60da3ad841fb,257 Rue De Vaugirard 15th arr 75015 Paris France,Novotel Paris Vaugirard Montparnasse,281,
France,Paris,3.2,8196c083-6e23-459c-a09a-ce72d9f96824,36 Rue Saint Marc 2nd arr 75002 Paris France,H tel Saint Marc,176,
France,Paris,3.2,9cbb3c76-6111-49a3-bf2c-ca36a3c84df6,19 Rue Cujas 5th arr 75005 Paris France,Grand Hotel Saint Michel,252,
France,Paris,3.2,cd1fdf19-7314-49e6-b1b2-a3059ec32904,62 Rue Des Mathurins 8th arr 75008 Paris France,Hotel Monsieur,227,
France,Paris,3.1,0334404e-8251-48f8-bf27-dfef6122baec,2 Rue Edouard VII 9th arr 75009 Paris France,Hotel Indigo Paris Opera,381,
France,Paris,3.1,2ef777b9-8056-4b6f-aa75-ce102a89f691,14 Rue du Chevalier de Saint George 1st arr 75001 Paris France,Hotel Op ra Richepanse,247,
France,Paris,3.1,310f041c-8c0e-418a-bb11-2a96e8b21074,2 rue Geoffroy Marie 9th arr 75009 Paris France,Villa Opera Drouot,198,
France,Paris,3.1,4cc9347f-dcd0-407e-bc22-29ea0e559d81,7 9 Rue Pierre Chausson 10th arr 75010 Paris France,9Hotel Republique,279,
France,Paris,3.1,71e8542d-4e51-4163-b292-da7a5e9afe1b,34 Rue de Buci 6th arr 75006 Paris France,Artus Hotel by MH,18,
France,Paris,3.1,b365f7d8-ac64-4320-9305-cfebcfcb0d19,123 Rue Du Faubourg Saint Honor 8th arr 75008 Paris France,Le 123 Elysees Astotel,176,
France,Paris,3.0,1c8f1724-db32-4565-b44f-74eba0c5f2d7,88 rue du Faubourg Poissoni re 10th arr 75010 Paris France,Best Western Premier Faubourg 88,191,
France,Paris,3.0,39beb87d-0335-47e1-ae1a-73b16080a0a2,16 boulevard Haussmann 9th arr 75009 Paris France,Paris Marriott Opera Ambassador Hotel,46,
France,Paris,3.0,3c0ac687-e5b3-4dd0-8046-ccaa496d6c21,7 Rue Magellan 8th arr 75008 Paris France,Francois 1er,239,
France,Paris,3.0,3ec7ef34-46cf-43d8-8479-53068dfbc71d,33 avenue George V 8th arr 75008 Paris France,Prince de Galles a Luxury Collection hotel Paris,391,
France,Paris,3.0,6b6417be-9b90-4813-b0aa-51ab689883a7,6 Avenue Montaigne 8th arr 75008 Paris France,Hotel Montaigne,120,
France,Paris,3.0,839df9c0-c847-49ab-9480-9d3b757ed3c0,13 Rue Jules Cesar 12th arr 75012 Paris France,Le Marceau Bastille,112,
France,Paris,3.0,a4921c77-24a0-4d2d-8fa1-fb8f1ae84c58,17 Rue Du Cotentin 15th arr 75015 Paris France,Novotel Paris Centre Gare Montparnasse,347,
France,Paris,3.0,b82e16db-4f9b-48bd-9b8a-c6f217059561,85 87 RUE DES ARCHIVES 3rd arr 75003 Paris France,La Chambre du Marais,154,
France,Paris,3.0,d6e26c9e-1abd-4133-afb5-58bc593d84c6,2 Rue d Artois 8th arr 75008 Paris France,H tel des Champs Elys es,205,
France,Paris,2.9,10df0e5a-e83c-4f77-9999-e33849c4d8a3,3 rue Clauzel 9th arr 75009 Paris France,Les Matins de Paris Spa,104,
France,Paris,2.9,41e80f77-8da2-4965-abcb-ce94bee4603a,6 rue Buffault 9th arr 75009 Paris France,Hotel Eug ne en Ville,366,
France,Paris,2.9,67d41cbd-84c8-4d21-b6de-5bf58851815b,36 rue du Grenier Saint Lazare 3rd arr 75003 Paris France,Hotel Georgette,369,
France,Paris,2.9,7dfe1d64-edd1-441a-8821-6000fc61dd61,36 rue Saint Ferdinand 17th arr 75017 Paris France,Etoile Saint Ferdinand,316,
France,Paris,2.9,93a97e8e-1eba-42f9-8be3-51e04e4f3bf1,85 Rue De Bercy 12th arr 75012 Paris France,Novotel Paris Centre Bercy,148,
France,Paris,2.9,96e07ff3-9bcb-4cf4-ac5b-ebd2075ab66c,33 Boulevard du Montparnasse 6th arr 75006 Paris France,H tel La Parizienne by Elegancia,153,
France,Paris,2.9,e3de1b01-0957-413f-bc95-f3e0ebe1d1b8,20 Rue La Fayette 9th arr 75009 Paris France,Banke H tel,162,
France,Paris,2.8,00d63d38-b9c3-4133-ac38-b5724c3611b2,16 rue de S ze 9th arr 75009 Paris France,Hotel de Seze,214,
France,Paris,2.8,4c9e5527-e140-46d8-86d5-2db2c7872e88,51 57 rue de Courcelles 8th arr 75008 Paris France,Hotel du Collectionneur Arc de Triomphe,140,
France,Paris,2.8,6be9d92b-372c-42c6-854f-e3d89aef0155,12 rue de Marignan 8th arr 75008 Paris France,Hotel Marignan Champs Elys es,270,
France,Paris,2.8,90a50fc4-2057-4401-ba35-d5dd2ea90e0c,6 Avenue Fr miet 16th arr 75016 Paris France,Hotel Sezz Paris,63,
France,Paris,2.8,af401a89-6117-40b6-98e8-1bfa481f2990,17 rue de Richelieu 1st arr 75001 Paris France,Drawing Hotel,326,
France,Paris,2.8,d6af01b0-5315-4f29-8c69-b994dbd66d67,2 Rue Boulard 14th arr 75014 Paris France,Villa Montparnasse,52,
France,Paris,2.7,1e182715-6404-4843-b83a-ff9e9cdf37ed,71 Rue de Charonne 11th arr 75011 Paris France,H tel Exquis by Elegancia,188,
France,Paris,2.7,2d15a216-eb8d-4777-9814-feae1af5ff0e,79 81 avenue du Maine 14th arr 75014 Paris France,Holiday Inn Paris Gare Montparnasse,221,
France,Paris,2.7,3538302c-5eea-4c20-b702-155b58e70ec8,123 boulevard S bastopol 2nd arr 75002 Paris France,Le 123 S bastopol Astotel,372,
France,Paris,2.7,645b41b5-ad23-4a79-b443-3979c6e94e38,20 rue Berthollet 5th arr 75005 Paris France,Seven Hotel,227,
France,Paris,2.7,858b2adc-3dc7-42f1-a5f1-006f7ba08a90,83 avenue Kl ber 16th arr 75016 Paris France,La Clef Tour Eiffel,369,
France,Paris,2.7,bf4ac1eb-dcd3-42c0-a5f2-4adfa1caa52e,153 Rue De Vaugirard 15th arr 75015 Paris France,Best Western S vres Montparnasse,69,
France,Paris,2.7,cdba0e54-ad0e-4265-b062-e9d75ab09532,17 rue Duhesme 18th arr 75018 Paris France,D clic Hotel,52,
France,Paris,2.7,de3d9785-2db2-4835-a0a5-2ecff1b15d11,2 Bd Garibaldi 15th arr 75015 Paris France,First Hotel Paris Tour Eiffel,109,
France,Paris,2.6,0ec520cd-3980-4610-9ef3-69ab984ba0be,1 Bis Rue De Vaugirard 6th arr 75006 Paris France,Hotel Trianon Rive Gauche,131,
France,Paris,2.6,38d25fa3-cc76-4c7a-b6ee-6ab787e9dc17,74 rue Amelot 11th arr 75011 Paris France,Les Jardins Du Marais,335,
France,Paris,2.6,638434cc-1a05-44cb-a755-ebf584dcd26b,21 Avenue De La Grande Arm e 16th arr 75016 Paris France,Montfleuri,147,
France,Paris,2.6,744ed15b-2b75-4d84-b2d7-ea32687c3662,32 rue des Ecoles 5th arr 75005 Paris France,Hotel Les Bulles De Paris,39,
France,Paris,2.6,9900f316-261c-43c9-9d81-29ca2b67f97e,7 rue Cl ment Marot 8th arr 75008 Paris France,Hotel West End,63,
France,Paris,2.6,ac641585-136a-45b6-8e78-e7adfd8cbf09,Place Andr Malraux 1st arr 75001 Paris France,Hotel du Louvre in the Unbound Collection by Hyatt,109,
France,Paris,2.5,331bbb49-aee7-4bf0-a47e-8c876400a706,49 Avenue Marceau 16th arr 75116 Paris France,Suites H tel Helzear Champs Elys es,240,
France,Paris,2.5,3db49058-ed54-4759-9101-78dccbcfc58f,16 rue d Edimbourg 8th arr 75008 Paris France,Idol Hotel,102,
France,Paris,2.5,55877434-49f9-4b01-bf2e-a3b7a89fb3d8,19 Rue De Caumartin 9th arr 75009 Paris France,Hotel Maison Ath n e,215,
France,Paris,2.5,95c5590c-7aa4-4472-a6ba-4f3e61cae456,218 rue de Rivoli 1st arr 75001 Paris France,H tel Brighton Esprit de France,147,
France,Paris,2.5,a9144233-3055-4bf3-8008-57332347fd5c,29 31 rue de Poitou 3rd arr 75003 Paris France,Hotel du Petit Moulin,156,
France,Paris,2.5,bcf65fdd-6268-4cac-a273-0710a7ac82fc,32 Rue Greuze 16th arr 75016 Paris France,Plaza Tour Eiffel,292,
France,Paris,2.4,5a3f23f3-5e04-473d-aed1-9398a25d1c96,19 Rue Du Pont Neuf 1st arr 75001 Paris France,Best Western Ducs de Bourgogne,166,
France,Paris,2.4,643996ee-9f41-484c-818f-4f933cd43d1a,232 Boulevard Raspail 14th arr 75014 Paris France,H tel Aiglon Esprit de France,287,
